sim,radiotype,radio,mcc,mnc,area,cellid,unit,lat,lon,signal,extra,acc,time,speed,bearing,alt,api,device
1,LTE,LTE,244,12,220,1882125,26,60.2072131,25.1428448,-102,,3.9,1696579117984,0.1,40.4,32.9,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882125,26,60.2072078,25.1428376,-102,,5.4,1696579124986,0.1,41.6,38.3,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882125,26,60.2072076,25.1428409,-102,,8.2,1696579129985,0.1,0.0,28.3,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882125,26,60.2072047,25.1428467,-102,,9.4,1696579134983,0.1,0.0,28.3,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882125,26,60.2072016,25.1428463,-102,,8.0,1696579139984,0.1,0.0,46.6,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882125,26,60.2072028,25.1428411,-102,,8.2,1696579144985,0.1,0.0,46.6,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882125,26,60.2071991,25.1428407,-102,,7.9,1696579149985,0.1,0.0,46.6,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882125,26,60.2071977,25.142844,-102,,12.1,1696579154679,0.0,0.0,46.6,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882125,26,60.2071979,25.1428441,-102,,11.7,1696579159829,0.0,0.0,46.6,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882125,26,60.2071963,25.1428405,-102,,9.9,1696579165006,0.0,0.0,46.6,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882125,26,60.2071969,25.1428422,-102,,9.9,1696579169718,0.0,0.0,46.6,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882125,26,60.2071954,25.1428419,-102,,13.2,1696579174329,0.0,0.0,46.6,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882125,26,60.2071938,25.1428407,-102,,8.4,1696579179985,0.0,0.0,46.6,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882125,26,60.2071958,25.1428403,-102,,13.0,1696579185984,0.1,0.0,28.5,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882125,26,60.2071972,25.142839,-102,,13.5,1696579190983,0.1,0.0,28.5,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882125,26,60.2071974,25.142838,-102,,13.9,1696579195986,0.0,0.0,28.5,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882125,26,60.2071969,25.1428383,-102,,14.0,1696579200985,0.0,0.0,28.7,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882125,26,60.2071968,25.1428384,-102,,14.7,1696579205986,0.0,0.0,28.7,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882125,26,60.207195,25.1428328,-102,,19.1,1696579210750,0.0,0.0,28.7,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1882637,236,60.2071932,25.1428327,-102,,19.7,1696579215385,0.0,0.0,28.7,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1885963,324,60.2071932,25.1428277,-102,,21.5,1696579221565,0.0,0.0,28.7,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1885964,325,60.2070609,25.1410548,-102,,19.7,1696579228984,19.6,256.8,28.7,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1885964,325,60.2066322,25.1364393,-102,,19.0,1696579236982,22.7,259.8,28.7,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1885964,325,60.2061664,25.1334915,-95,,8.0,1696579243985,20.3,245.9,28.7,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1885964,325,60.2057571,25.1318575,-95,,9.7,1696579248985,19.6,241.7,28.7,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1885972,325,60.2052695,25.1303453,-102,,15.1,1696579253980,19.8,237.8,32.5,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1928961,303,60.2048411,25.1288052,-102,,13.5,1696579258982,20.3,246.0,33.0,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1928962,304,60.2046966,25.1270556,-102,,10.5,1696579263984,19.8,262.9,33.0,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1928962,304,60.2047056,25.1253637,-102,,11.8,1696579268983,18.0,275.2,33.0,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1927937,69,60.2051242,25.1228905,-102,,15.9,1696579279982,9.0,288.9,43.5,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1927937,69,60.2052693,25.1222219,-102,,29.0,1696579284984,7.7,292.9,43.5,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1927937,69,60.2053802,25.121754,-102,,29.5,1696579289984,4.4,296.8,43.5,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1927937,69,60.2054172,25.1215942,-102,,28.3,1696579294982,0.6,299.2,43.5,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1927937,69,60.2053976,25.1217981,-102,,29.4,1696579300121,0.3,307.5,43.5,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1927937,69,60.2053754,25.1219336,-95,,22.9,1696579305153,0.2,308.4,43.5,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1927937,69,60.2053143,25.12196,-95,,24.4,1696579310378,1.0,168.9,28.4,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1927937,69,60.2053052,25.1219681,-95,,32.1,1696579315416,0.3,162.4,27.5,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1927937,69,60.2053183,25.1219674,-95,,33.4,1696579319999,0.1,8.3,27.5,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1927937,69,60.2053223,25.1219676,-95,,33.6,1696579325322,0.1,5.7,27.5,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1927444,361,60.2054488,25.1212212,-106,,40.7,1696579330984,9.5,288.8,27.5,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1927939,71,60.2060134,25.1177909,-93,,21.9,1696579337984,17.8,289.9,28.3,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1927939,71,60.2069196,25.1133385,-93,,8.2,1696579349983,17.1,297.0,28.3,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1927939,71,60.2075873,25.1106176,-93,,12.7,1696579359983,17.0,296.0,28.3,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1927939,71,60.2079135,25.1092252,-93,,13.0,1696579364984,16.8,297.0,28.3,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1927939,71,60.2083291,25.1078311,-93,,10.6,1696579369987,18.3,298.0,28.3,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1927939,71,60.2088616,25.1065362,-103,,11.2,1696579374986,19.0,314.8,28.3,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,220,1927939,71,60.2094562,25.1053356,-103,,113.3,1696579380052,18.9,314.8,28.3,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,202,1938954,309,60.2099327,25.1044275,-104,,249.0,1696579386837,11.1,316.4,28.3,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,202,1938945,309,60.2097878,25.1048326,-104,,419.8,1696579395377,1.5,331.6,28.3,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,202,1938945,309,60.2095887,25.1052822,-104,,520.3,1696579400406,1.5,119.0,28.3,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,202,1938945,309,60.2093836,25.1057289,-104,,620.7,1696579405425,3.0,127.8,28.3,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,202,1938945,309,60.2091997,25.1061228,-113,,726.9,1696579410733,3.7,130.0,22.3,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,202,1938954,309,60.2090556,25.1064242,-113,,822.9,1696579415534,3.9,131.0,22.3,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,202,1938954,309,60.2088512,25.1068288,-105,,987.3,1696579423752,3.9,132.4,22.3,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,202,1938945,309,60.2087703,25.1069949,-105,,1087.5,1696579428763,3.6,132.7,22.3,31,Xiaomi_M2007J3SY
1,LTE,LTE,244,12,202,1940766,23,60.2087143,25.1070966,-105,,1226.9,1696579435736,2.9,133.3,22.3,31,Xiaomi_M2007J3SY
