sim,radiotype,radio,mcc,mnc,area,cellid,unit,lat,lon,signal,extra,acc,time,speed,bearing,alt,api,device
1,LTE,LTE,244,91,4170,37988385,203,60.2071377,25.1419613,-71,,3.8,1696579043749,0.4,141.5,28.6,33,Samsung_SM-S911B
1,LTE,LTE,244,91,4170,37988385,203,60.2071154,25.1420121,-71,,5.6,1696579048749,0.9,88.0,28.5,33,Samsung_SM-S911B
1,LTE,LTE,244,91,4170,37988385,203,60.2071247,25.1421107,-73,,3.8,1696579053749,0.8,74.0,28.5,33,Samsung_SM-S911B
1,LTE,LTE,244,91,4170,37988385,203,60.2071386,25.1421895,-73,,5.0,1696579058720,0.3,44.7,28.5,33,Samsung_SM-S911B
1,LTE,LTE,244,91,4170,37988385,203,60.2071544,25.1423446,-71,,7.9,1696579063731,0.8,52.7,28.5,33,Samsung_SM-S911B
1,LTE,LTE,244,91,4170,37988385,203,60.2071836,25.1424752,-71,,4.7,1696579068584,1.0,55.3,28.5,33,Samsung_SM-S911B
1,LTE,LTE,244,91,4170,37988385,203,60.2072369,25.1426008,-71,,4.8,1696579073528,1.2,55.7,28.5,33,Samsung_SM-S911B
1,LTE,LTE,244,91,4170,37988385,203,60.2072671,25.1427403,-71,,5.9,1696579078417,1.3,58.3,28.5,33,Samsung_SM-S911B
1,LTE,LTE,244,91,4170,37988385,203,60.2072907,25.1427835,-71,,7.1,1696579083418,0.7,43.9,28.5,33,Samsung_SM-S911B
1,LTE,LTE,244,91,4170,37988385,203,60.2072683,25.1427914,-76,,4.8,1696579088421,0.4,65.0,28.5,33,Samsung_SM-S911B
1,LTE,LTE,244,91,4170,37988385,203,60.2072595,25.1427928,-81,,4.5,1696579093423,0.0,0.0,28.5,33,Samsung_SM-S911B
1,LTE,LTE,244,91,4170,37988385,203,60.2072543,25.1428063,-84,,5.3,1696579098424,0.2,80.9,28.5,33,Samsung_SM-S911B
1,LTE,LTE,244,91,4170,37988385,203,60.207243,25.1428743,-82,,6.2,1696579103312,0.8,89.0,28.5,33,Samsung_SM-S911B
